"text","likes","comments","shares"
"🔴 Israel has withheld a delegation expected to go to Cairo for truce talks, after learning that Hamas had not provided the expected list of captives it is holding, reports Israeli media. LIVE updates: aje.io/7az17","445","454","33"
"A zoo in Pakistan that was shut down because of animal cruelty has been transformed into a facility rescuing hundreds of wild animals — in pictures aje.io/fdct0o","552","28","24"
"🔴 Yemen’s Houthi rebels have said they will continue targeting British ships in the Gulf of Aden following the sinking of the UK-owned vessel Rubymar. LIVE updates: aje.io/7az17","2644","586","94"
"A Palestinian woman who spent 11 years trying to conceive is mourning her twins, born just four months ago, who were killed in Gaza's Rafah along with her husband. A series of Israeli attacks on Rafah city, once declared a safe zone, have killed 25 Palestinians ⤵️","1241","342","644"
"🔴 The Euro-Med Human Rights Monitor has confirmed that Israeli tanks deliberately ran over dozens of Palestinians in the besieged Gaza Strip. LIVE updates: aje.io/7az17","658","266","190"
"🔴 The total number of Palestinians arrested by Israel since October 7 in the occupied West Bank has reached 7,340, says the Palestinian Prisoner’s Society. LIVE updates: aje.io/7az17","537","193","102"
"Indian authorities have arrested four people suspected of being part of a group that gangraped a Spanish tourist and assaulted her partner.","245","153","42"
"🔴 At least eight Palestinians have been killed and many others injured in an Israeli bombing of an aid truck in Deir el-Balah in central Gaza, according to witnesses cited by the Wafa news agency. LIVE updates: aje.io/7az17","708","298","134"
"""We haven’t rallied behind Kenyan music."" As Nigerian and South African music gains international acceptance, Kenya’s absence is provoking a debate back at home aje.io/q8kc79","671","447","86"
"This distressed Palestinian child asks his mother to stop crying after his older brother was killed in an Israeli attack on besieged Gaza.","5989","639","1082"
"Haiti's police issue urgent appeal for help as they struggle to hold back gangs trying to storm the country's largest prison in a major escalation of violence aje.io/fidrfi","403","105","40"
"This Israeli demonstrator says Israel is treating Palestinians like Nazi Germany treated Jews in the 1930s, as thousands protested in Tel Aviv against PM Netanyahu and his government’s war on Gaza.","2782","473","803"
"At least 29 people have been killed due to heavy rains that swept Pakistan in the past 48 hours, causing several houses to collapse and landslides to block roads ⤵️","334","54","28"
"🔴 A CNN investigation has found that Israel is obstructing the entrance of humanitarian aid into the Gaza Strip, as some parts of the besieged territory face famine.
LIVE updates: aje.io/4hbwb9","635","246","247"
"In the US, newly arrived Chinese migrants are vulnerable to exploitation. 101 East investigates the shadowy industry targeting them: aje.io/theroute2","161","31","30"
"LA Lakers forward LeBron James reached the 40,000 point milestone in his 21st NBA season, but termed it ‘bittersweet’ as it came in a loss to the Denver Nuggets aje.io/dpmw4j","421","47","19"
"Sharif is likely to return to the role he held until August when parliament was dissolved ahead of the vote.","530","267","26"
"Shervin Hajipour says he was sentenced to more than three years in prison for ‘inciting people to riot’.","241","130","13"
"At least 50 people were injured in the attack near the Al-Helal Al-Emirati Maternity Hospital in southern Gaza.","426","206","100"
"There is an agreement in place for a potential six-week truce in Gaza, a US official says, and Hamas must now decide.","386","320","44"
"Trump trounces Nikki Haley in all three states and draws closer to clinching the Republican presidential nomination.","355","90","19"
"Rat-miner Wakeel Hasan was a national hero in December, after helping rescue 41 men trapped in a Himalayan tunnel. Now, he’s on the streets, after authorities bulldozed his house.","414","122","58"
"","358","126","44"
"""If I’m being pushed that badly to do something, it’s probably wrong."" Mandatory military service in Israel has left some young Israelis facing a stark choice: fight or be branded outsiders aje.io/ok0k8b","762","311","104"
"A Russian drone attack on an apartment block in Ukraine's port city of Odesa has killed at least seven people, regional authorities have said aje.io/47g3n7","600","247","48"
"🔴 Aside from a 1967 Israeli air strike on the USS Liberty, which killed 34 American crew – the US being forced to airdrop aid to Gaza on Saturday was the worst-ever Israeli humiliation of the US, a former US ambassador has said. LIVE updates: aje.io/jvjm15","2618","1005","352"
"""We have to be prepared at a personal level, at the community level, at the institutional level, and throughout society."" - Carmen Ortanza Cioflan, INCDFP’s scientific director ⤵️","171","10","11"
"🔴 ""Now it’s up to Hamas to agree."" A US official has claimed that the ball is in Hamas' court on a ceasefire deal, saying that Israel has “basically accepted” a six-week ceasefire. LIVE updates: aje.io/jvjm15","578","600","48"
"The US plan has been criticised as inefficient by humanitarian groups as Israel continues to block most aid trucks from entering Gaza by land aje.io/gw2j3g","658","457","112"
"🔴 The office of EU foreign policy chief Josep Borrell has called for an impartial investigation into the aid convoy attack on Thursday that killed 118 Palestinians and said responsibility for the incident falls on Israel. LIVE updates: aje.io/jvjm15","696","218","106"
"The cargo ship Rubymar, which was abandoned in the Red Sea after being targeted by Houthi rebels last month, has sunk, according to Yemen’s internationally recognised gov't aje.io/myvlf2","2193","668","99"
"Norway gives Arctic foxes a helping hand amid climate change and habitat loss — in pictures aje.io/xfbyot","372","29","14"
"A range of conservative candidates have swept the parliamentary and religious assembly elections in Iran as the country faces political and economic challenges.","331","83","19"
"🔴 Mohamad Elmasry, an analyst at the Doha Institute for Graduate studies, has told Al Jazeera that the US decision to airdrop aid inside the besieged Gaza Strip is a “PR move” that is “grossly ineffective.” LIVE updates: aje.io/jvjm15","591","275","75"
"""The time has come to envision a sustainable course towards protection for populations grappling with the effects of climate change and environmental disasters, while safeguarding existing refugee statuses."" — #AJOpinion by Cristina-Ioana Dragomir ⤵️","187","12","14"
"Chad’s military leader, Mahamat Idriss Deby, says he will run in the country’s long-awaited presidential elections in May.","287","33","14"
"Europe risks losing credibility over silence on Israel’s war on Gaza, says Belgian MP Simon Moutquin, who joins more than 200 lawmakers from 13 countries calling for an arms embargo on Israel.","1044","341","203"
"🔴 The death toll from a deadly attack by Israeli forces on thousands of Palestinians waiting to receive food aid near Gaza City on Thursday has risen to 116, says Gaza's health ministry. LIVE updates: aje.io/jvjm15","696","212","145"
"🔴 Ramzi Khoury, the head of the Palestinian Committee for Church Affairs, has issued a plea to international institutions and churches to raise their voices against Israel’s “massacres” in Gaza, reports Palestinian news agency WAFA. LIVE updates: aje.io/jvjm15","628","240","103"
"""Palestinians know that Israelis are looking for any situation to kill us or arrest us."" Since October 7, Palestinians in Lydd have been living under constant fear of state violence and Israeli extremists aje.io/rqlnti","739","263","88"
"Aasif Sultan, a former editor of Kashmir Narrator magazine, has been re-arrested under India’s ‘anti-terror’ law two days after his release following five years in jail.","420","116","43"
"🔴 Reuters news agency is reporting that the US military has carried out its first airdrop of humanitarian aid into Gaza, according to two officials. LIVE updates: aje.io/jvjm15","1090","693","78"
"🔴 ""People’s sense of safety in Rafah is completely shattered."" Palestinians were literally told to go to this particular area of Gaza's Rafah – Tal as-Sultan – to avoid being bombed, reports Al Jazeera's Hani Mahmoud. LIVE updates: aje.io/jvjm15","416","110","71"
